"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","log10PopCat"
"258","CA3500904","HOLLISTER RANCH ESTATES","SAN BENITO",150,"37","Privately owned Mutual Water Company or Association",2
"259","CA3500910","DUNNEVILLE ESTATES CSA #50","SAN BENITO",120,"30","Local Government",2
"260","CA3510003","SUNNYSLOPE COUNTY WATER DIST","SAN BENITO",19189,"5485","Local Government",4
"261","CA3510006","MISSION OAKS MOBILE HOME PARK","SAN BENITO",500,"238","Privately owned, non-PUC-regulated (Community Water System)",2
"262","CA4400559","SUMMIT MUTUAL WATER COMPANY","SANTA CRUZ",152,"54","Privately owned Mutual Water Company or Association",2
"263","CA4400571","DAVENPORT COUNTY SANITATION","SANTA CRUZ",350,"108","Local Government",2
"264","CA4400595","VILLA DEL MONTE MWC","SANTA CRUZ",375,"118","Privately owned Mutual Water Company or Association",2
"265","CA4400604","BRACKEN BRAE COUNTRY CLUB","SANTA CRUZ",54,"24","Privately owned Mutual Water Company or Association",1
"266","CA4400642","CATHEDRAL WOOD MUTUAL WATER COMPANY","SANTA CRUZ",60,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"267","CA4410001","BIG BASIN WATER COMPANY","SANTA CRUZ",1650,"593","Privately owned, PUC-regulated, for profit water company",3
"268","CA4410002","SLVWD - FELTON WATER SYSTEM","SANTA CRUZ",4340,"1355","Local Government",3
"269","CA4410010","SANTA CRUZ WATER DEPARTMENT","SANTA CRUZ",97767,"24421","Local Government",4
"270","CA4410011","WATSONVILLE, CITY OF","SANTA CRUZ",65966,"14449","Local Government",4
"271","CA4410016","FOREST LAKES MWC","SANTA CRUZ",1067,"326","Privately owned Mutual Water Company or Association",3
"272","CA4410018","CENTRAL WATER DISTRICT","SANTA CRUZ",2700,"820","Local Government",3
"273","CA4000222","AVILA BEACH COMMUNITY SERVICES DISTRICT","SAN LUIS OBISPO",1627,"371","Privately owned, non-PUC-regulated (Community Water System)",3
"274","CA4000568","SAN SIMEON CSD","SAN LUIS OBISPO",462,"206","Local Government",2
"275","CA4000650","MESA DUNES MOBILE HOME ESTATES","SAN LUIS OBISPO",600,"304","Privately owned, non-PUC-regulated (Community Water System)",2
"276","CA4010001","ARROYO GRANDE, WATER DEPARTMENT","SAN LUIS OBISPO",17641,"6783","Local Government",4
"277","CA4010006","CAYUCOS BEACH MUTUAL WATER COMPANY","SAN LUIS OBISPO",2541,"770","Privately owned Mutual Water Company or Association",3
"278","CA4010007","PASO ROBLES WATER DEPARTMENT","SAN LUIS OBISPO",32212,"10707","Local Government",4
"279","CA4010009","SAN LUIS OBISPO WATER DEPARTMENT","SAN LUIS OBISPO",45920,"15607","Local Government",4
"280","CA4010011","MORRO BAY PW DEPT - WATER DIVISION","SAN LUIS OBISPO",10234,"5532","Local Government",4
"281","CA4010012","HERITAGE RANCH CSD","SAN LUIS OBISPO",3428,"1944","Local Government",3
"282","CA4010019","TEMPLETON CSD","SAN LUIS OBISPO",9322,"2938","Local Government",3
"283","CA4010023","GOLDEN STATE WATER COMPANY - EDNA","SAN LUIS OBISPO",1301,"586","Privately owned, PUC-regulated, for profit water company",3
"284","CA4010024","SLO CWWD NO. 23 - SANTA MARGARITA","SAN LUIS OBISPO",1259,"503","Local Government",3
"285","CA4010025","SLO CWD NO. 10 - CAYUCOS WTP","SAN LUIS OBISPO",0,"3","Local Government",-Inf
"286","CA4010028","SLO CSA NO. 16 - SHANDON","SAN LUIS OBISPO",1295,"340","Local Government",3
"287","CA4010081","WOODLANDS DEVELOPMENT","SAN LUIS OBISPO",2876,"1137","Privately owned, non-PUC-regulated (Community Water System)",3
"288","CA4010901","SLOCSA #10A - CAYUCOS","SAN LUIS OBISPO",857,"771","Local Government",2
"289","CA4210002","LOS ALAMOS COMMUNITY SERVICES DISTRICT","SANTA BARBARA",1800,"613","Local Government",3
"290","CA4210003","GUADALUPE WATER DEPARTMENT","SANTA BARBARA",7517,"2219","Local Government",3
"291","CA4210004","GOLETA WATER DISTRICT","SANTA BARBARA",86721,"16484","Local Government",4
"292","CA4210011","SANTA MARIA WATER DEPARTMENT","SANTA BARBARA",107356,"23118","Local Government",5
"293","CA4210013","SOLVANG WATER DIVISION","SANTA BARBARA",5771,"2189","Local Government",3
"294","CA4210017","VANDENBERG VILLAGE COMM. SERV. DIST.","SANTA BARBARA",7376,"2556","Local Government",3
"295","CA4210018","BUELLTON WATER DEPARTMENT","SANTA BARBARA",5453,"1836","Local Government",3
"296","CA4210019","MISSION HILLS CSD","SANTA BARBARA",3560,"1271","Local Government",3
"297","CA4210021","GOLDEN STATE WATER COMPANY - TANGLEWOOD","SANTA BARBARA",1958,"451","Privately owned, PUC-regulated, for profit water company",3
"298","CA4210022","GOLDEN STATE WATER COMPANY - LAKE MARIE","SANTA BARBARA",527,"205","Privately owned, PUC-regulated, for profit water company",2
"299","CA4210024","LA CUMBRE MUTUAL WATER CO","SANTA BARBARA",4861,"1436","Privately owned Mutual Water Company or Association",3
"300","CA5601110","MIDDLE ROAD MUTUAL WATER CO","VENTURA",134,"48","Privately owned Mutual Water Company or Association",2
"301","CA5601119","SIETE ROBLES MUTUAL WATER CO","VENTURA",323,"95","Privately owned Mutual Water Company or Association",2
"302","CA5601120","SISAR MUTUAL WATER CO","VENTURA",340,"103","Privately owned Mutual Water Company or Association",2
"303","CA5601122","TICO MUTUAL WATER CO","VENTURA",70,"38","Privately owned Mutual Water Company or Association",1
"304","CA5601134","ELKINS RANCH","VENTURA",150,"43","Privately owned, non-PUC-regulated (Community Water System)",2
"305","CA5601141","SOUTH MOUNTAIN MUTUAL WATER CO","VENTURA",58,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"306","CA5601401","KROTONA INSTITUTE","VENTURA",31,"26","Privately owned, non-PUC-regulated (Community Water System)",1
"307","CA5602101","ESTERINA PROPERTIES","VENTURA",50,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"308","CA5602110","NAVALAIR MOBILE HOME PARK","VENTURA",160,"52","Privately owned, non-PUC-regulated (Community Water System)",2
"309","CA5602115","SAVIERS ROAD MUTUAL WATER CO","VENTURA",368,"92","Privately owned Mutual Water Company or Association",2
"310","CA5602130","SOLANO VERDE MUTUAL WATER CO","VENTURA",100,"33","Privately owned Mutual Water Company or Association",2
"311","CA5602132","WATERS ROAD DOMESTIC USERS GROUP","VENTURA",25,"16","Privately owned Mutual Water Company or Association",1
"312","CA5602140","SATICOY COUNTRY CLUB-CITY OF VENTURA","VENTURA",177,"74","Privately owned, non-PUC-regulated (Community Water System)",2
"313","CA5603302","LLOYD-BUTLER MUTUAL WATER COMPANY","VENTURA",25,"2","Privately owned, non-PUC-regulated (Community Water System)",1
"314","CA5610001","DEMPSEY ROAD MUTUAL WATER CO","VENTURA",1520,"301","Privately owned Mutual Water Company or Association",3
"315","CA5610005","MEINERS OAKS CWD","VENTURA",4200,"1246","Local Government",3
"316","CA5610008","PLEASANT VALLEY MUTUAL WATER CO","VENTURA",5000,"1659","Privately owned Mutual Water Company or Association",3
"317","CA5610009","PORT HUENEME WATER DEPT","VENTURA",22327,"5846","Local Government",4
"318","CA5610010","CAL AMERICAN WC - RIO PLAZA","VENTURA",1716,"516","Privately owned, PUC-regulated, for profit water company",3
"319","CA5610011","SANTA PAULA WATER SYSTEM","VENTURA",29321,"7508","Local Government",4
"320","CA5610014","OJAI WATER SYSTEM","VENTURA",9578,"2895","Local Government",3
"321","CA5610015","VENTURA CWWD NO. 19 - SOMIS","VENTURA",3275,"919","Local Government",3
"322","CA5610016","CALIFORNIA WATER SERVICE CO - WESTLAKE","VENTURA",19445,"6900","Privately owned, PUC-regulated, for profit water company",4
"323","CA5610017","VENTURA WATER DEPARTMENT","VENTURA",113478,"29055","Local Government",5
"324","CA5610018","VENTURA CWWD NO. 1 - MOORPARK","VENTURA",38703,"10812","Local Government",4
"325","CA5610020","THOUSAND OAKS WATER DEPT","VENTURA",53422,"17163","Local Government",4
"326","CA5610021","WARRING WATER SERVICE INC","VENTURA",2100,"562","Privately owned, PUC-regulated, for profit water company",3
"327","CA5610039","CHANNEL ISLANDS BEACH CSD","VENTURA",5847,"1866","Local Government",3
"328","CA5610046","UNITED WTR CONS DIST","VENTURA",0,"15","Local Government",-Inf
"329","CA5610050","CALLEGUAS MUNICIPAL WATER DIST","VENTURA",0,"93","Local Government",-Inf
"330","CA5610058","CRESTVIEW MUTUAL WATER CO","VENTURA",2040,"620","Privately owned, non-PUC-regulated (Community Water System)",3
"331","CA5610059","GOLDEN STATE WATER COMPANY - SIMI VALLEY","VENTURA",43670,"13453","Privately owned, PUC-regulated, for profit water company",4
"332","CA5610068","CLOVERDALE MUTUAL WATER CO.","VENTURA",455,"150","Privately owned Mutual Water Company or Association",2
"333","CA5610080","PORT HUENEME WATER AGENCY","VENTURA",0,"15","Local Government",-Inf
"334","CA1910013","BELLFLOWER - SOMERSET MWC","LOS ANGELES",46300,"6937","Privately owned Mutual Water Company or Association",4
"335","CA1910024","GSWC - CLAREMONT","LOS ANGELES",37317,"11076","Privately owned, PUC-regulated, for profit water company",4
"336","CA1910035","KINNELOA IRRIGATION DIST.","LOS ANGELES",1937,"587","Local Government",3
"337","CA1910042","PICO RIVERA - CITY, WATER DEPT.","LOS ANGELES",40605,"9433","Local Government",4
"338","CA1910044","GLENDORA-CITY, WATER DEPT.","LOS ANGELES",44444,"13468","Local Government",4
"339","CA1910046","SUBURBAN WATER SYSTEMS-GLENDORA","LOS ANGELES",6543,"1559","Privately owned, PUC-regulated, for profit water company",3
"340","CA1910056","LAKE ELIZABETH MUTUAL WATER CO.","LOS ANGELES",1790,"724","Privately owned Mutual Water Company or Association",3
"341","CA1910073","LOMITA-CITY, WATER DEPT.","LOS ANGELES",20715,"4339","Local Government",4
"342","CA1910101","ORCHARD DALE WATER DISTRICT","LOS ANGELES",25000,"4280","Local Government",4
"343","CA1910102","PALMDALE WATER DIST.","LOS ANGELES",115525,"26546","Local Government",5
"344","CA1910105","PARAMOUNT - CITY, WATER DEPT.","LOS ANGELES",56000,"7429","Local Government",4
"345","CA1910125","PICO WD","LOS ANGELES",25284,"5441","Local Government",4
"346","CA1910139","CAL/AM WATER COMPANY - SAN MARINO","LOS ANGELES",47451,"14175","Privately owned, PUC-regulated, for profit water company",4
"347","CA1910142","GSWC-SAN DIMAS","LOS ANGELES",55107,"16033","Privately owned, PUC-regulated, for profit water company",4
"348","CA1910144","SAN GABRIEL COUNTY WD","LOS ANGELES",45000,"9250","Local Government",4
"349","CA1910148","SIERRA MADRE-CITY, WATER DEPT.","LOS ANGELES",10917,"3803","Local Government",4
"350","CA1910149","SIGNAL HILL - CITY, WATER DEPT.","LOS ANGELES",11673,"3062","Local Government",4
"351","CA1910165","VALLEY VIEW MUTUAL WATER CO.","LOS ANGELES",4571,"1389","Privately owned Mutual Water Company or Association",3
"352","CA1910174","SUBURBAN WATER SYSTEMS-WHITTIER","LOS ANGELES",64489,"19852","Privately owned, PUC-regulated, for profit water company",4
"353","CA1910186","CAL-AM WATER COMPANY - DUARTE","LOS ANGELES",24726,"7327","Privately owned, PUC-regulated, for profit water company",4
"354","CA1910200","SUBURBAN WATER SYSTEMS-COVINA KNOLLS","LOS ANGELES",2010,"484","Privately owned, PUC-regulated, for profit water company",3
"355","CA1910205","SUBURBAN WATER SYSTEMS-SAN JOSE","LOS ANGELES",171182,"40431","Privately owned, PUC-regulated, for profit water company",5
"356","CA1910218","LA HABRA HEIGHTS CWD","LOS ANGELES",5459,"1998","Local Government",3
"357","CA1910223","GSWC-SOUTH SAN GABRIEL","LOS ANGELES",27843,"4927","Privately owned, PUC-regulated, for profit water company",4
"358","CA1910239","LAKEWOOD - CITY, WATER DEPT.","LOS ANGELES",58212,"19947","Local Government",4
"359","CA1910246","LAND PROJECTS MUTUAL WATER CO.","LOS ANGELES",1500,"542","Privately owned Mutual Water Company or Association",3
"360","CA3000519","HYNES ESTATES MUTUAL WATER CO.","ORANGE",120,"42","Privately owned Mutual Water Company or Association",2
"361","CA3000585","PAGE AVENUE MUTUAL WATER COMPANY","ORANGE",115,"36","Privately owned Mutual Water Company or Association",2
"362","CA3010001","CITY OF ANAHEIM","ORANGE",450000,"62033","Local Government",5
"363","CA3010002","CITY OF BREA","ORANGE",43328,"12664","Local Government",4
"364","CA3010004","MESA  WATER DISTRICT","ORANGE",110000,"24018","Local Government",5
"365","CA3010017","LAGUNA BEACH COUNTY WD","ORANGE",23309,"8662","Local Government",4
"366","CA3010018","CITY OF LA HABRA","ORANGE",63118,"13801","Local Government",4
"367","CA3010022","GOLDEN STATE WC - WEST ORANGE COUNTY","ORANGE",114284,"27643","Privately owned, PUC-regulated, for profit water company",5
"368","CA3010030","CITY OF SAN JUAN CAPISTRANO","ORANGE",34593,"11401","Local Government",4
"369","CA3010038","CITY OF SANTA ANA","ORANGE",338247,"44960","Local Government",5
"370","CA3010041","CITY OF SEAL BEACH","ORANGE",25561,"5431","Local Government",4
"371","CA3010042","SOUTH COAST WATER DISTRICT","ORANGE",35005,"12189","Local Government",4
"372","CA3010046","CITY OF TUSTIN","ORANGE",68088,"14046","Local Government",4
"373","CA3010053","CITY OF HUNTINGTON BEACH","ORANGE",201000,"55219","Local Government",5
"374","CA3010064","CITY OF WESTMINSTER","ORANGE",96179,"20706","Local Government",4
"375","CA3010069","CITY OF FOUNTAIN VALLEY","ORANGE",59227,"16849","Local Government",4
"376","CA1800529","SUSAN HILLS ESTATES WC","LASSEN",316,"98","Privately owned Mutual Water Company or Association",2
"377","CA1810001","CITY OF SUSANVILLE","LASSEN",8492,"3825","Local Government",3
"378","CA1810003","LASSEN COUNTY WATER DISTRICT #1","LASSEN",450,"147","Local Government",2
"379","CA3110003","FORESTHILL PUBLIC UTILITY DIST","PLACER",6000,"2032","Local Government",3
"380","CA3110006","PLACER CWA - COLFAX","PLACER",2987,"899","Local Government",3
"381","CA3110008","CITY OF ROSEVILLE","PLACER",131057,"43822","Local Government",5
"382","CA3110009","MEADOW VISTA CWD","PLACER",4001,"1478","Local Government",3
"383","CA3110010","TAHOE CITY PUD - MAIN","PLACER",5661,"2906","Local Government",3
"384","CA3110015","FULTON WATER COMPANY","PLACER",500,"926","Privately owned, PUC-regulated, for profit water company",2
"385","CA3110017","SIERRA LAKES COUNTY WATER DIST","PLACER",185,"816","Local Government",2
"386","CA3110018","TAHOE PARK WATER COMPANY","PLACER",750,"445","Privately owned, PUC-regulated, for profit water company",2
"387","CA3110019","SQUAW VALLEY MWC","PLACER",500,"271","Privately owned Mutual Water Company or Association",2
"388","CA3110020","SQUAW VALLEY PSD","PLACER",1366,"812","Local Government",3
"389","CA3110022","MCKINNEY WATER DISTRICT","PLACER",853,"253","Privately owned Mutual Water Company or Association",2
"390","CA3110023","NORTH TAHOE PUD - CARNELIAN WOODS","PLACER",524,"268","Local Government",2
"391","CA3110024","PLACER CWA - ALTA","PLACER",875,"266","Local Government",2
"392","CA3110025","PLACER CWA - FOOTHILL","PLACER",83546,"26124","Local Government",4
"393","CA3110028","NORTHSTAR C.S.D.","PLACER",300,"916","Local Government",2
"394","CA3110041","MIDWAY HEIGHTS C. W. D.","PLACER",1080,"438","Local Government",3
"395","CA3110042","TAHOE SWISS VILLAGE UTILITY","PLACER",300,"386","Privately owned, PUC-regulated, for profit water company",2
"396","CA3110043","MADDEN CREEK WATER COMPANY","PLACER",300,"169","Local Government",2
"397","CA3110050","PLACER CWA - APPLEGATE","PLACER",215,"67","Local Government",2
"398","CA3110051","NORTHSTAR CSD - MARTIS VALLEY","PLACER",1218,"977","Local Government",3
"399","CA3200102","WHITEHAWK RANCH MWC","PLUMAS",765,"194","Privately owned Mutual Water Company or Association",2
"400","CA3200104","GRIZZLY LAKE CSD-DELLEKER","PLUMAS",657,"350","Privately owned Mutual Water Company or Association",2
"401","CA3200107","GRIZZLY LAKE CSD-CROCKER/WELCH","PLUMAS",215,"70","Privately owned Mutual Water Company or Association",2
"402","CA3200510","IVCSD CRESCENT MILLS","PLUMAS",258,"78","Local Government",2
"403","CA3210003","CITY OF PORTOLA","PLUMAS",1970,"1157","Local Government",3
"404","CA3210004","AMERICAN VALLEY CSD","PLUMAS",4300,"1571","Local Government",3
"405","CA3210007","WEST ALMANOR M.W.C.","PLUMAS",500,"500","Privately owned Mutual Water Company or Association",2
"406","CA4500001","SHASTA CSA - KESWICK,  #25","SHASTA",208,"87","Local Government",2
"407","CA4500006","SHASTA CSA - SUGARLOAF, #2","SHASTA",160,"61","Local Government",2
"408","CA3010079","EL TORO WATER DISTRICT","ORANGE",49054,"9583","Local Government",4
"409","CA3010100","CITY OF LA PALMA","ORANGE",15948,"4269","Local Government",4
"410","CA3010101","SANTA MARGARITA WATER DISTRICT","ORANGE",164949,"54476","Local Government",5
"411","CA0910002","SOUTH TAHOE PUD - MAIN","EL DORADO",121124,"14168","Local Government",5
"412","CA0910003","PLACERVILLE, CITY OF - MAIN","EL DORADO",10762,"2784","Local Government",4
"413","CA0910006","GRIZZLY FLATS COMMUNITY SERVIC","EL DORADO",1300,"611","Local Government",3
"414","CA0910013","GEORGETOWN DIVIDE PUD","EL DORADO",9102,"3824","Privately owned, non-PUC-regulated (Community Water System)",3
"415","CA0910019","LAKESIDE PARK ASSOCIATION","EL DORADO",1000,"134","Privately owned Mutual Water Company or Association",3
"416","CA2910001","CITY OF GRASS VALLEY","NEVADA",4947,"2500","Local Government",3
"417","CA2910002","CITY OF NEVADA CITY","NEVADA",3001,"1252","Local Government",3
"418","CA2910003","TRUCKEE-DONNER PUD, MAIN","NEVADA",36730,"13101","Local Government",4
"419","CA2910004","NEVADA ID - E. GEORGE, BANNER MOUNTAIN","NEVADA",17060,"6013","Local Government",4
"420","CA2910006","NEVADA ID - LOMA RICA","NEVADA",13959,"4921","Local Government",4
"421","CA2910016","DONNER SUMMIT PUBLIC UTILITY DISTRICT","NEVADA",310,"352","Local Government",2
"422","CA2910023","NEVADA ID - LAKE WILDWOOD","NEVADA",9082,"3192","Local Government",3
"423","CA3110026","NEVADA ID - NORTH AUBURN","PLACER",6640,"2338","Local Government",3
"424","CA3110150","CALAM - WEST PLACER","PLACER",4472,"1352","Privately owned, PUC-regulated, for profit water company",3
"425","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","SACRAMENTO",182173,"46482","Local Government",5
"426","CA3410003","GOLDEN STATE WATER CO - ARDEN WATER SERV","SACRAMENTO",5154,"1714","Privately owned, PUC-regulated, for profit water company",3
"427","CA3410004","CARMICHAEL WATER DISTRICT","SACRAMENTO",37897,"11694","Local Government",4
"428","CA3410005","RANCHO MURIETA COMMUNITY SERVI","SACRAMENTO",5542,"2637","Local Government",3
