"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","Pop_per_conn","log10PopCat"
"225","CA0710002","GOLDEN STATE WATER COMPANY - BAY POINT","CONTRA COSTA",22295,5030,"Privately owned, PUC-regulated, for profit water company",4.4324055666004,4
"226","CA0710009","TOWN OF DISCOVERY BAY","CONTRA COSTA",16790,6157,"Local Government",2.72697742407016,4
"227","CA0710010","RANDALL-BOLD WATER TREATMENT PLANT","CONTRA COSTA",1,3,"Local Government",0.333333333333333,0
"228","CA0710011","CCWD/BRENTWOOD WTP","CONTRA COSTA",1,1,"Local Government",1,0
"229","CA3810008","THOMAS SHAFT WHOLESALE","SAN JOAQUIN",1,1,"Local Government",1,0
"230","CA3810702","TREASURE ISLAND","SAN FRANCISCO",2400,267,"Local Government",8.98876404494382,3
"231","CA4800564","HIDDEN ACRES TRAILER VILLA","SOLANO",80,52,"Privately owned, non-PUC-regulated (Community Water System)",1.53846153846154,1
"232","CA4810001","CITY OF BENICIA","SOLANO",28000,9814,"Local Government",2.85306704707561,4
"233","CA4810007","CITY OF VALLEJO","SOLANO",118470,36558,"Local Government",3.24060397177088,5
"234","CA4810008","CITY OF VACAVILLE","SOLANO",96735,28218,"Local Government",3.42813098022539,4
"235","CA4810009","CITY OF DIXON","SOLANO",9037,2782,"Local Government",3.24838245866283,3
"236","CA4810010","SID - GIBSON CANYON","SOLANO",452,137,"Local Government",3.2992700729927,2
"237","CA4810011","SID - ELMIRA","SOLANO",314,87,"Local Government",3.60919540229885,2
"238","CA4810013","RURAL NORTH VACAVILLE WATER DISTRICT","SOLANO",1130,398,"Local Government",2.8391959798995,3
"239","CA4810021","CITY OF VALLEJO-LAKES SYSTEM","SOLANO",2800,846,"Local Government",3.3096926713948,3
"240","CA4810025","SID - PLEASANT HILLS RANCH","SOLANO",73,22,"Local Government",3.31818181818182,1
"241","CA2700511","NORMCO WC","MONTEREY",928,272,"Local Government",3.41176470588235,2
"242","CA2700773","SUNNY MESA WATER SYSTEM","MONTEREY",880,263,"Local Government",3.34600760456274,2
"243","CA2701202","CAL AM WATER COMPANY - CHUALAR","MONTEREY",740,195,"Privately owned, PUC-regulated, for profit water company",3.79487179487179,2
"244","CA2702521","SANTA LUCIA PRESERVE WS","MONTEREY",2184,164,"Local Government",13.3170731707317,3
"245","CA2702588","CANADA WOODS WC","MONTEREY",551,167,"Privately owned, PUC-regulated, for profit water company",3.29940119760479,2
"246","CA2710004","CAL AM WATER COMPANY - MONTEREY","MONTEREY",95032,37428,"Privately owned, PUC-regulated, for profit water company",2.53906166506359,4
"247","CA2710006","CAL AM WATER COMPANY - AMBLER PARK","MONTEREY",1114,402,"Privately owned, PUC-regulated, for profit water company",2.77114427860697,3
"248","CA2710007","GONZALES, CITY OF","MONTEREY",8383,1930,"Local Government",4.34352331606218,3
"249","CA2710008","GREENFIELD, CITY OF","MONTEREY",17517,3720,"Local Government",4.70887096774194,4
"250","CA2710010","CWSC SALINAS","MONTEREY",106858,23312,"Privately owned, PUC-regulated, for profit water company",4.58381949210707,5
"251","CA2710013","CWSC LAS LOMAS","MONTEREY",3387,618,"Privately owned, PUC-regulated, for profit water company",5.48058252427184,3
"252","CA2710016","LITTLE BEAR WATER COMPANY","MONTEREY",2327,705,"Privately owned, PUC-regulated, for profit water company",3.30070921985816,3
"253","CA2710018","SEASIDE MUNICIPAL WATER SYSTEM","MONTEREY",2800,786,"Local Government",3.56234096692112,3
"254","CA2710019","CWSC OAK HILLS","MONTEREY",3986,885,"Privately owned, PUC-regulated, for profit water company",4.50395480225989,3
"255","CA3500006","CSA NO. 31 STONEGATE WS","SAN BENITO",252,77,"Local Government",3.27272727272727,2
"256","CA3500509","TRES PINOS CWD","SAN BENITO",350,113,"Privately owned Mutual Water Company or Association",3.09734513274336,2
"257","CA3500510","MCMAHON ROAD MUTUAL WATER COMPANY","SAN BENITO",102,32,"Privately owned Mutual Water Company or Association",3.1875,2
"258","CA3500511","CASA DE FRUTA ORCHARDS","SAN BENITO",53,20,"Privately owned, non-PUC-regulated (Community Water System)",2.65,1
"259","CA3500549","ROSA MORADA MUTUAL WATER COMPANY","SAN BENITO",110,21,"Privately owned Mutual Water Company or Association",5.23809523809524,2
"260","CA3500550","SAN JUSTO MUTUAL WATER COMPANY","SAN BENITO",160,60,"Privately owned Mutual Water Company or Association",2.66666666666667,2
"261","CA3500575","SPRINGWOOD ESTATES MWC","SAN BENITO",50,15,"Privately owned Mutual Water Company or Association",3.33333333333333,1
"262","CA3500578","LOS MADRONES MWC","SAN BENITO",36,14,"Privately owned Mutual Water Company or Association",2.57142857142857,1
"263","CA3500581","RANCHO SAN JOAQUIN MWC","SAN BENITO",96,30,"Privately owned, PUC-regulated, for profit water company",3.2,1
"264","CA3500810","WHISPERING PINES INN","SAN BENITO",38,2,"Privately owned, non-PUC-regulated (Community Water System)",19,1
"265","CA3500830","FALLON ROAD LABOR HOUSING","SAN BENITO",51,7,"Privately owned, non-PUC-regulated (Community Water System)",7.28571428571429,1
"266","CA3500904","HOLLISTER RANCH ESTATES","SAN BENITO",150,37,"Privately owned Mutual Water Company or Association",4.05405405405405,2
"267","CA3500910","DUNNEVILLE ESTATES CSA #50","SAN BENITO",120,30,"Local Government",4,2
"268","CA3510003","SUNNYSLOPE COUNTY WATER DIST","SAN BENITO",19189,5485,"Local Government",3.49845031905196,4
"269","CA3510006","MISSION OAKS MOBILE HOME PARK","SAN BENITO",500,238,"Privately owned, non-PUC-regulated (Community Water System)",2.10084033613445,2
"270","CA4400559","SUMMIT MUTUAL WATER COMPANY","SANTA CRUZ",152,54,"Privately owned Mutual Water Company or Association",2.81481481481481,2
"271","CA4400571","DAVENPORT COUNTY SANITATION","SANTA CRUZ",350,108,"Local Government",3.24074074074074,2
"272","CA4400595","VILLA DEL MONTE MWC","SANTA CRUZ",375,118,"Privately owned Mutual Water Company or Association",3.17796610169492,2
"273","CA4400604","BRACKEN BRAE COUNTRY CLUB","SANTA CRUZ",54,24,"Privately owned Mutual Water Company or Association",2.25,1
"274","CA4400642","CATHEDRAL WOOD MUTUAL WATER COMPANY","SANTA CRUZ",60,20,"Privately owned, non-PUC-regulated (Community Water System)",3,1
"275","CA4410001","BIG BASIN WATER COMPANY","SANTA CRUZ",1650,593,"Privately owned, PUC-regulated, for profit water company",2.78246205733558,3
"276","CA4410002","SLVWD - FELTON WATER SYSTEM","SANTA CRUZ",4340,1355,"Local Government",3.2029520295203,3
"277","CA4410010","SANTA CRUZ WATER DEPARTMENT","SANTA CRUZ",97767,24421,"Local Government",4.00339871422137,4
"278","CA4410011","WATSONVILLE, CITY OF","SANTA CRUZ",65966,14449,"Local Government",4.56543705446744,4
"279","CA4410016","FOREST LAKES MWC","SANTA CRUZ",1067,326,"Privately owned Mutual Water Company or Association",3.27300613496933,3
"280","CA4410018","CENTRAL WATER DISTRICT","SANTA CRUZ",2700,820,"Local Government",3.29268292682927,3
"281","CA4000222","AVILA BEACH COMMUNITY SERVICES DISTRICT","SAN LUIS OBISPO",1627,371,"Privately owned, non-PUC-regulated (Community Water System)",4.38544474393531,3
"282","CA4000568","SAN SIMEON CSD","SAN LUIS OBISPO",462,206,"Local Government",2.24271844660194,2
"283","CA4000650","MESA DUNES MOBILE HOME ESTATES","SAN LUIS OBISPO",600,304,"Privately owned, non-PUC-regulated (Community Water System)",1.97368421052632,2
"284","CA4010001","ARROYO GRANDE, WATER DEPARTMENT","SAN LUIS OBISPO",17641,6783,"Local Government",2.60076662243845,4
"285","CA4010006","CAYUCOS BEACH MUTUAL WATER COMPANY","SAN LUIS OBISPO",2541,770,"Privately owned Mutual Water Company or Association",3.3,3
"286","CA4010007","PASO ROBLES WATER DEPARTMENT","SAN LUIS OBISPO",32212,10707,"Local Government",3.00849911272999,4
"287","CA4010009","SAN LUIS OBISPO WATER DEPARTMENT","SAN LUIS OBISPO",45920,15607,"Local Government",2.94226949445762,4
"288","CA4010011","MORRO BAY PW DEPT - WATER DIVISION","SAN LUIS OBISPO",10234,5532,"Local Government",1.84996384671005,4
"289","CA4010012","HERITAGE RANCH CSD","SAN LUIS OBISPO",3428,1944,"Local Government",1.76337448559671,3
"290","CA4010019","TEMPLETON CSD","SAN LUIS OBISPO",9322,2938,"Local Government",3.17290673927842,3
"291","CA4010022","LOPEZ PROJECT","SAN LUIS OBISPO",0,31,"Local Government",0,-Inf
"292","CA4010023","GOLDEN STATE WATER COMPANY - EDNA","SAN LUIS OBISPO",1301,586,"Privately owned, PUC-regulated, for profit water company",2.22013651877133,3
"293","CA4010024","SLO CWWD NO. 23 - SANTA MARGARITA","SAN LUIS OBISPO",1259,503,"Local Government",2.50298210735586,3
"294","CA4010025","SLO CWD NO. 10 - CAYUCOS WTP","SAN LUIS OBISPO",0,3,"Local Government",0,-Inf
"295","CA4010028","SLO CSA NO. 16 - SHANDON","SAN LUIS OBISPO",1295,340,"Local Government",3.80882352941176,3
"296","CA4010081","WOODLANDS DEVELOPMENT","SAN LUIS OBISPO",2876,1137,"Privately owned, non-PUC-regulated (Community Water System)",2.52946350043975,3
"297","CA4010901","SLOCSA #10A - CAYUCOS","SAN LUIS OBISPO",857,771,"Local Government",1.11154345006485,2
"298","CA4210002","LOS ALAMOS COMMUNITY SERVICES DISTRICT","SANTA BARBARA",1800,613,"Local Government",2.93637846655791,3
"299","CA4210003","GUADALUPE WATER DEPARTMENT","SANTA BARBARA",7517,2219,"Local Government",3.38756196484903,3
"300","CA4210004","GOLETA WATER DISTRICT","SANTA BARBARA",86721,16484,"Local Government",5.2609196796894,4
"301","CA4210011","SANTA MARIA WATER DEPARTMENT","SANTA BARBARA",107356,23118,"Local Government",4.64382732070248,5
"302","CA4210013","SOLVANG WATER DIVISION","SANTA BARBARA",5771,2189,"Local Government",2.63636363636364,3
"303","CA4210017","VANDENBERG VILLAGE COMM. SERV. DIST.","SANTA BARBARA",7376,2556,"Local Government",2.88575899843505,3
"304","CA4210018","BUELLTON WATER DEPARTMENT","SANTA BARBARA",5453,1836,"Local Government",2.97004357298475,3
"305","CA4210019","MISSION HILLS CSD","SANTA BARBARA",3560,1271,"Local Government",2.80094413847364,3
"306","CA4210021","GOLDEN STATE WATER COMPANY - TANGLEWOOD","SANTA BARBARA",1958,451,"Privately owned, PUC-regulated, for profit water company",4.34146341463415,3
"307","CA4210022","GOLDEN STATE WATER COMPANY - LAKE MARIE","SANTA BARBARA",527,205,"Privately owned, PUC-regulated, for profit water company",2.57073170731707,2
"308","CA4210024","LA CUMBRE MUTUAL WATER CO","SANTA BARBARA",4861,1436,"Privately owned Mutual Water Company or Association",3.38509749303621,3
"309","CA4210030","CENTRAL COAST WATER AUTHORITY","SANTA BARBARA",0,15,"Local Government",0,-Inf
"310","CA5601110","MIDDLE ROAD MUTUAL WATER CO","VENTURA",134,48,"Privately owned Mutual Water Company or Association",2.79166666666667,2
"311","CA5601119","SIETE ROBLES MUTUAL WATER CO","VENTURA",323,95,"Privately owned Mutual Water Company or Association",3.4,2
"312","CA5601120","SISAR MUTUAL WATER CO","VENTURA",340,103,"Privately owned Mutual Water Company or Association",3.30097087378641,2
"313","CA5601122","TICO MUTUAL WATER CO","VENTURA",70,38,"Privately owned Mutual Water Company or Association",1.84210526315789,1
"314","CA5601134","ELKINS RANCH","VENTURA",150,43,"Privately owned, non-PUC-regulated (Community Water System)",3.48837209302326,2
"315","CA5601141","SOUTH MOUNTAIN MUTUAL WATER CO","VENTURA",58,20,"Privately owned, non-PUC-regulated (Community Water System)",2.9,1
"316","CA5601401","KROTONA INSTITUTE","VENTURA",31,26,"Privately owned, non-PUC-regulated (Community Water System)",1.19230769230769,1
"317","CA5602101","ESTERINA PROPERTIES","VENTURA",50,16,"Privately owned, non-PUC-regulated (Community Water System)",3.125,1
"318","CA5602110","NAVALAIR MOBILE HOME PARK","VENTURA",160,52,"Privately owned, non-PUC-regulated (Community Water System)",3.07692307692308,2
"319","CA5602115","SAVIERS ROAD MUTUAL WATER CO","VENTURA",368,92,"Privately owned Mutual Water Company or Association",4,2
"320","CA5602130","SOLANO VERDE MUTUAL WATER CO","VENTURA",100,33,"Privately owned Mutual Water Company or Association",3.03030303030303,2
"321","CA5602132","WATERS ROAD DOMESTIC USERS GROUP","VENTURA",25,16,"Privately owned Mutual Water Company or Association",1.5625,1
"322","CA5602140","SATICOY COUNTRY CLUB-CITY OF VENTURA","VENTURA",177,74,"Privately owned, non-PUC-regulated (Community Water System)",2.39189189189189,2
"323","CA5603302","LLOYD-BUTLER MUTUAL WATER COMPANY","VENTURA",25,2,"Privately owned, non-PUC-regulated (Community Water System)",12.5,1
"324","CA5610001","DEMPSEY ROAD MUTUAL WATER CO","VENTURA",1520,301,"Privately owned Mutual Water Company or Association",5.04983388704319,3
"325","CA5610005","MEINERS OAKS CWD","VENTURA",4200,1246,"Local Government",3.37078651685393,3
"326","CA5610008","PLEASANT VALLEY MUTUAL WATER CO","VENTURA",5000,1659,"Privately owned Mutual Water Company or Association",3.01386377335744,3
"327","CA5610009","PORT HUENEME WATER DEPT","VENTURA",22327,5846,"Local Government",3.81919261033185,4
"328","CA5610010","CAL AMERICAN WC - RIO PLAZA","VENTURA",1716,516,"Privately owned, PUC-regulated, for profit water company",3.32558139534884,3
"329","CA5610011","SANTA PAULA WATER SYSTEM","VENTURA",29321,7508,"Local Government",3.9053010122536,4
"330","CA5610014","OJAI WATER SYSTEM","VENTURA",9578,2895,"Local Government",3.30846286701209,3
"331","CA5610015","VENTURA CWWD NO. 19 - SOMIS","VENTURA",3275,919,"Local Government",3.56365614798694,3
"332","CA5610016","CALIFORNIA WATER SERVICE CO - WESTLAKE","VENTURA",19445,6900,"Privately owned, PUC-regulated, for profit water company",2.81811594202899,4
"333","CA5610017","VENTURA WATER DEPARTMENT","VENTURA",113478,29055,"Local Government",3.90562725864739,5
"334","CA5610018","VENTURA CWWD NO. 1 - MOORPARK","VENTURA",38703,10812,"Local Government",3.57963374028857,4
"335","CA5610020","THOUSAND OAKS WATER DEPT","VENTURA",53422,17163,"Local Government",3.11262599778593,4
"336","CA5610021","WARRING WATER SERVICE INC","VENTURA",2100,562,"Privately owned, PUC-regulated, for profit water company",3.73665480427046,3
"337","CA5610039","CHANNEL ISLANDS BEACH CSD","VENTURA",5847,1866,"Local Government",3.13344051446945,3
"338","CA5610046","UNITED WTR CONS DIST","VENTURA",0,15,"Local Government",0,-Inf
"339","CA5610050","CALLEGUAS MUNICIPAL WATER DIST","VENTURA",0,93,"Local Government",0,-Inf
"340","CA5610058","CRESTVIEW MUTUAL WATER CO","VENTURA",2040,620,"Privately owned, non-PUC-regulated (Community Water System)",3.29032258064516,3
"341","CA5610059","GOLDEN STATE WATER COMPANY - SIMI VALLEY","VENTURA",43670,13453,"Privately owned, PUC-regulated, for profit water company",3.24611610793132,4
"342","CA5610068","CLOVERDALE MUTUAL WATER CO.","VENTURA",455,150,"Privately owned Mutual Water Company or Association",3.03333333333333,2
"343","CA5610080","PORT HUENEME WATER AGENCY","VENTURA",0,15,"Local Government",0,-Inf
"344","CA1910013","BELLFLOWER - SOMERSET MWC","LOS ANGELES",46300,6937,"Privately owned Mutual Water Company or Association",6.67435490846187,4
"345","CA1910024","GSWC - CLAREMONT","LOS ANGELES",37317,11076,"Privately owned, PUC-regulated, for profit water company",3.36917659804984,4
"346","CA1910035","KINNELOA IRRIGATION DIST.","LOS ANGELES",1937,587,"Local Government",3.29982964224872,3
"347","CA1910042","PICO RIVERA - CITY, WATER DEPT.","LOS ANGELES",40605,9433,"Local Government",4.30456906604474,4
"348","CA1910044","GLENDORA-CITY, WATER DEPT.","LOS ANGELES",44444,13468,"Local Government",3.2999702999703,4
"349","CA1910046","SUBURBAN WATER SYSTEMS-GLENDORA","LOS ANGELES",6543,1559,"Privately owned, PUC-regulated, for profit water company",4.19692110327133,3
"350","CA1910056","LAKE ELIZABETH MUTUAL WATER CO.","LOS ANGELES",1790,724,"Privately owned Mutual Water Company or Association",2.47237569060773,3
"351","CA1910073","LOMITA-CITY, WATER DEPT.","LOS ANGELES",20715,4339,"Local Government",4.77414150725974,4
"352","CA1910101","ORCHARD DALE WATER DISTRICT","LOS ANGELES",25000,4280,"Local Government",5.8411214953271,4
"353","CA1910102","PALMDALE WATER DIST.","LOS ANGELES",115525,26546,"Local Government",4.35187975589543,5
"354","CA1910105","PARAMOUNT - CITY, WATER DEPT.","LOS ANGELES",56000,7429,"Local Government",7.53802665230852,4
"355","CA1910125","PICO WD","LOS ANGELES",25284,5441,"Local Government",4.64693990075354,4
"356","CA1910139","CAL/AM WATER COMPANY - SAN MARINO","LOS ANGELES",47451,14175,"Privately owned, PUC-regulated, for profit water company",3.34751322751323,4
"357","CA1910142","GSWC-SAN DIMAS","LOS ANGELES",55107,16033,"Privately owned, PUC-regulated, for profit water company",3.43709848437597,4
"358","CA1910144","SAN GABRIEL COUNTY WD","LOS ANGELES",45000,9250,"Local Government",4.86486486486486,4
"359","CA1910148","SIERRA MADRE-CITY, WATER DEPT.","LOS ANGELES",10917,3803,"Local Government",2.87062845122272,4
"360","CA1910149","SIGNAL HILL - CITY, WATER DEPT.","LOS ANGELES",11673,3062,"Local Government",3.81221423905944,4
"361","CA1910165","VALLEY VIEW MUTUAL WATER CO.","LOS ANGELES",4571,1389,"Privately owned Mutual Water Company or Association",3.29085673146148,3
"362","CA1910174","SUBURBAN WATER SYSTEMS-WHITTIER","LOS ANGELES",64489,19852,"Privately owned, PUC-regulated, for profit water company",3.24848881724763,4
"363","CA1910186","CAL-AM WATER COMPANY - DUARTE","LOS ANGELES",24726,7327,"Privately owned, PUC-regulated, for profit water company",3.37464173604477,4
"364","CA1910200","SUBURBAN WATER SYSTEMS-COVINA KNOLLS","LOS ANGELES",2010,484,"Privately owned, PUC-regulated, for profit water company",4.15289256198347,3
"365","CA1910205","SUBURBAN WATER SYSTEMS-SAN JOSE","LOS ANGELES",171182,40431,"Privately owned, PUC-regulated, for profit water company",4.23392941060078,5
"366","CA1910218","LA HABRA HEIGHTS CWD","LOS ANGELES",5459,1998,"Local Government",2.73223223223223,3
"367","CA1910223","GSWC-SOUTH SAN GABRIEL","LOS ANGELES",27843,4927,"Privately owned, PUC-regulated, for profit water company",5.65110614978689,4
"368","CA1910239","LAKEWOOD - CITY, WATER DEPT.","LOS ANGELES",58212,19947,"Local Government",2.91833358399759,4
"369","CA1910246","LAND PROJECTS MUTUAL WATER CO.","LOS ANGELES",1500,542,"Privately owned Mutual Water Company or Association",2.76752767527675,3
"370","CA3000519","HYNES ESTATES MUTUAL WATER CO.","ORANGE",120,42,"Privately owned Mutual Water Company or Association",2.85714285714286,2
"371","CA3000585","PAGE AVENUE MUTUAL WATER COMPANY","ORANGE",115,36,"Privately owned Mutual Water Company or Association",3.19444444444444,2
"372","CA3000825","SOUTH MIDWAY CITY MUTUAL WATER CO.","ORANGE",825,56,"Privately owned, non-PUC-regulated (Community Water System)",14.7321428571429,2
"373","CA3010001","CITY OF ANAHEIM","ORANGE",450000,62033,"Local Government",7.25420340786356,5
"374","CA3010002","CITY OF BREA","ORANGE",43328,12664,"Local Government",3.42135186355022,4
